#nucleus-nld-mass-strength-omp 166Bi-1-1-1-1
      E       f(M1)        f(E1)        T(M1)        T(E1)
4.00000E+00 2.14321E-09 1.02882E-08 8.61835E-07 2.10549E-05
4.50000E+00 2.79476E-09 1.21603E-08 1.60015E-06 3.23887E-05
5.00000E+00 3.65644E-09 1.48876E-08 2.87176E-06 4.86393E-05
5.50000E+00 4.77105E-09 1.87270E-08 4.98749E-06 7.18907E-05
6.00000E+00 6.10850E-09 2.40186E-08 8.29027E-06 1.05213E-04
6.50000E+00 7.44206E-09 3.19581E-08 1.28414E-05 1.53158E-04
7.00000E+00 8.27955E-09 4.33151E-08 1.78435E-05 2.22522E-04
7.50000E+00 8.16075E-09 5.83720E-08 2.16319E-05 3.23525E-04
8.00000E+00 7.16625E-09 7.84477E-08 2.30537E-05 4.71688E-04
8.50000E+00 5.81744E-09 1.05436E-07 2.24475E-05 6.90825E-04
9.00000E+00 4.54859E-09 1.42104E-07 2.08345E-05 1.01790E-03
9.50000E+00 3.52417E-09 1.92572E-07 1.89848E-05 1.51097E-03
1.00000E+01 2.74683E-09 2.63068E-07 1.72588E-05 2.26217E-03
1.05000E+01 2.16801E-09 3.63116E-07 1.57691E-05 3.41840E-03
1.10000E+01 1.73643E-09 5.07243E-07 1.45216E-05 5.21220E-03
1.15000E+01 1.41129E-09 7.16887E-07 1.34862E-05 7.99840E-03
1.20000E+01 1.16293E-09 1.02025E-06 1.26264E-05 1.22645E-02
1.25000E+01 9.70394E-10 1.44185E-06 1.19085E-05 1.85003E-02
1.30000E+01 8.18952E-10 1.96328E-06 1.13049E-05 2.66976E-02
1.35000E+01 6.98197E-10 2.45344E-06 1.07934E-05 3.54790E-02
1.40000E+01 6.00686E-10 2.68313E-06 1.03565E-05 4.20666E-02
1.45000E+01 5.21029E-10 2.54829E-06 9.98036E-06 4.44235E-02
1.50000E+01 4.55267E-10 2.18794E-06 9.65428E-06 4.30439E-02
1.55000E+01 4.00451E-10 1.78935E-06 9.36968E-06 3.97782E-02
1.60000E+01 3.54357E-10 1.44580E-06 9.11971E-06 3.61075E-02
1.65000E+01 3.15286E-10 1.17584E-06 8.89890E-06 3.27415E-02
1.70000E+01 2.81924E-10 9.69730E-07 8.70280E-06 2.98966E-02
1.75000E+01 2.53246E-10 8.12563E-07 8.52779E-06 2.75726E-02
1.80000E+01 2.28441E-10 6.91484E-07 8.37089E-06 2.56987E-02
1.85000E+01 2.06864E-10 5.96831E-07 8.22962E-06 2.41929E-02
1.90000E+01 1.87996E-10 5.21663E-07 8.10193E-06 2.29819E-02
1.95000E+01 1.71416E-10 4.61041E-07 7.98609E-06 2.20057E-02
2.00000E+01 1.56781E-10 4.11438E-07 7.88066E-06 2.12169E-02
2.10000E+01 1.32263E-10 3.35789E-07 7.69621E-06 2.00611E-02
2.20000E+01 1.12710E-10 2.81391E-07 7.54068E-06 1.93037E-02
2.30000E+01 9.69057E-11 2.40746E-07 7.40820E-06 1.88128E-02
2.40000E+01 8.39795E-11 2.09400E-07 7.29436E-06 1.85025E-02
2.50000E+01 7.32951E-11 1.84584E-07 7.19573E-06 1.83148E-02
2.60000E+01 6.43799E-11 1.64500E-07 7.10968E-06 1.82082E-02
2.70000E+01 5.68773E-11 1.47939E-07 7.03412E-06 1.82959E-02
2.80000E+01 5.05145E-11 1.34065E-07 6.96738E-06 1.84914E-02
2.90000E+01 4.50802E-11 1.22280E-07 6.90812E-06 1.87383E-02
3.00000E+01 4.04090E-11 1.12152E-07 6.85523E-06 1.90261E-02
3.10000E+01 3.63701E-11 1.03356E-07 6.80783E-06 1.93464E-02
3.20000E+01 3.28586E-11 9.56469E-08 6.76517E-06 1.96925E-02
3.30000E+01 2.97904E-11 8.88369E-08 6.72663E-06 2.00593E-02
#nucleus-nld-mass-strength-omp 166Bi-1-1-1-2
      E       f(M1)        f(E1)        T(M1)        T(E1)
1.00000E-03 0.00000E+00 8.97808E-09 0.00000E+00 2.37139E-16
2.00000E-03 6.32589E-13 8.97753E-09 3.17974E-20 1.89723E-15
5.00000E-03 1.58147E-12 8.97587E-09 1.24209E-18 2.96495E-14
1.00000E-02 3.16296E-12 8.97310E-09 1.98734E-17 2.37268E-13
2.00000E-02 6.32597E-12 8.96755E-09 3.17978E-16 1.89929E-12
5.00000E-02 1.58159E-11 8.95072E-09 1.24218E-14 2.97302E-11
1.00000E-01 3.16392E-11 8.92217E-09 1.98795E-13 2.38554E-10
2.00000E-01 6.33368E-11 8.86336E-09 3.18366E-12 1.91977E-09
3.00000E-01 9.51516E-11 8.80270E-09 1.61421E-11 6.51720E-09
4.00000E-01 1.27143E-10 8.74067E-09 5.11271E-11 1.55379E-08
5.00000E-01 1.59370E-10 8.67777E-09 1.25169E-10 3.05224E-08
6.00000E-01 1.91894E-10 8.61449E-09 2.60433E-10 5.30457E-08
7.00000E-01 2.24778E-10 8.55132E-09 4.84426E-10 8.47181E-08
8.00000E-01 2.58084E-10 8.48875E-09 8.30254E-10 1.27187E-07
9.00000E-01 2.91878E-10 8.42729E-09 1.33693E-09 1.82139E-07
1.00000E+00 3.26228E-10 8.36743E-09 2.04975E-09 2.51303E-07
1.10000E+00 3.61202E-10 8.30968E-09 3.02070E-09 3.36453E-07
1.20000E+00 3.96873E-10 8.25455E-09 4.30899E-09 4.39412E-07
1.30000E+00 4.33317E-10 8.20257E-09 5.98158E-09 5.62056E-07
1.40000E+00 4.70612E-10 8.15426E-09 8.11385E-09 7.06320E-07
1.50000E+00 5.08839E-10 8.11016E-09 1.07903E-08 8.74203E-07
1.60000E+00 5.48086E-10 8.07082E-09 1.41055E-08 1.06777E-06
1.70000E+00 5.88443E-10 8.03679E-09 1.81648E-08 1.28918E-06
1.80000E+00 6.30005E-10 8.00865E-09 2.30856E-08 1.54065E-06
1.90000E+00 6.72873E-10 7.98698E-09 2.89984E-08 1.82451E-06
2.00000E+00 7.17154E-10 7.97239E-09 3.60481E-08 2.14319E-06
2.20000E+00 8.10414E-10 7.96690E-09 5.42194E-08 2.89528E-06
2.40000E+00 9.10777E-10 7.99735E-09 7.91090E-08 3.81881E-06
2.60000E+00 1.01936E-09 8.06921E-09 1.12572E-07 4.93804E-06
2.80000E+00 1.13746E-09 8.18835E-09 1.56888E-07 6.28012E-06
3.00000E+00 1.26650E-09 8.36107E-09 2.14858E-07 7.87560E-06
3.20000E+00 1.40818E-09 8.59417E-09 2.89926E-07 9.75911E-06
3.40000E+00 1.56437E-09 8.89503E-09 3.86328E-07 1.19701E-05
3.60000E+00 1.73725E-09 9.27167E-09 5.09272E-07 1.45538E-05
3.80000E+00 1.92927E-09 9.73286E-09 6.65158E-07 1.75621E-05
4.00000E+00 2.14321E-09 1.02882E-08 8.61835E-07 2.10549E-05
4.50000E+00 2.79476E-09 1.21603E-08 1.60015E-06 3.23887E-05
5.00000E+00 3.65644E-09 1.48876E-08 2.87176E-06 4.86393E-05
5.50000E+00 4.77105E-09 1.87270E-08 4.98749E-06 7.18907E-05
6.00000E+00 6.10850E-09 2.40186E-08 8.29027E-06 1.05213E-04
6.50000E+00 7.44206E-09 3.19581E-08 1.28414E-05 1.53158E-04
7.00000E+00 8.27955E-09 4.33151E-08 1.78435E-05 2.22522E-04
7.50000E+00 8.16075E-09 5.83720E-08 2.16319E-05 3.23525E-04
8.00000E+00 7.16625E-09 7.84477E-08 2.30537E-05 4.71688E-04
8.50000E+00 5.81744E-09 1.05436E-07 2.24475E-05 6.90825E-04
9.00000E+00 4.54859E-09 1.42104E-07 2.08345E-05 1.01790E-03
9.50000E+00 3.52417E-09 1.92572E-07 1.89848E-05 1.51097E-03
1.00000E+01 2.74683E-09 2.63068E-07 1.72588E-05 2.26217E-03
1.05000E+01 2.16801E-09 3.63116E-07 1.57691E-05 3.41840E-03
1.10000E+01 1.73643E-09 5.07243E-07 1.45216E-05 5.21220E-03
1.15000E+01 1.41129E-09 7.16887E-07 1.34862E-05 7.99840E-03
1.20000E+01 1.16293E-09 1.02025E-06 1.26264E-05 1.22645E-02
1.25000E+01 9.70394E-10 1.44185E-06 1.19085E-05 1.85003E-02
1.30000E+01 8.18952E-10 1.96328E-06 1.13049E-05 2.66976E-02
1.35000E+01 6.98197E-10 2.45344E-06 1.07934E-05 3.54790E-02
1.40000E+01 6.00686E-10 2.68313E-06 1.03565E-05 4.20666E-02
1.45000E+01 5.21029E-10 2.54829E-06 9.98036E-06 4.44235E-02
1.50000E+01 4.55267E-10 2.18794E-06 9.65428E-06 4.30439E-02
1.55000E+01 4.00451E-10 1.78935E-06 9.36968E-06 3.97782E-02
1.60000E+01 3.54357E-10 1.44580E-06 9.11971E-06 3.61075E-02
1.65000E+01 3.15286E-10 1.17584E-06 8.89890E-06 3.27415E-02
1.70000E+01 2.81924E-10 9.69730E-07 8.70280E-06 2.98966E-02
1.75000E+01 2.53246E-10 8.12563E-07 8.52779E-06 2.75726E-02
1.80000E+01 2.28441E-10 6.91484E-07 8.37089E-06 2.56987E-02
1.85000E+01 2.06864E-10 5.96831E-07 8.22962E-06 2.41929E-02
1.90000E+01 1.87996E-10 5.21663E-07 8.10193E-06 2.29819E-02
1.95000E+01 1.71416E-10 4.61041E-07 7.98609E-06 2.20057E-02
2.00000E+01 1.56781E-10 4.11438E-07 7.88066E-06 2.12169E-02
2.10000E+01 1.32263E-10 3.35789E-07 7.69621E-06 2.00611E-02
2.20000E+01 1.12710E-10 2.81391E-07 7.54068E-06 1.93037E-02
2.30000E+01 9.69057E-11 2.40746E-07 7.40820E-06 1.88128E-02
2.40000E+01 8.39795E-11 2.09400E-07 7.29436E-06 1.85025E-02
2.50000E+01 7.32951E-11 1.84584E-07 7.19573E-06 1.83148E-02
2.60000E+01 6.43799E-11 1.64500E-07 7.10968E-06 1.82082E-02
2.70000E+01 5.68773E-11 1.47939E-07 7.03412E-06 1.82959E-02
2.80000E+01 5.05145E-11 1.34065E-07 6.96738E-06 1.84914E-02
2.90000E+01 4.50802E-11 1.22280E-07 6.90812E-06 1.87383E-02
3.00000E+01 4.04090E-11 1.12152E-07 6.85523E-06 1.90261E-02
3.10000E+01 3.63701E-11 1.03356E-07 6.80783E-06 1.93464E-02
3.20000E+01 3.28586E-11 9.56469E-08 6.76517E-06 1.96925E-02
3.30000E+01 2.97904E-11 8.88369E-08 6.72663E-06 2.00593E-02
#nucleus-nld-mass-strength-omp 166Bi-1-1-2-1
      E       f(M1)        f(E1)        T(M1)        T(E1)
1.00000E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
2.00000E-03 2.61479E-12 3.10463E-11 1.31434E-19 1.56056E-18
5.00000E-03 6.53698E-12 7.76158E-11 5.13413E-18 6.09593E-17
1.00000E-02 1.30740E-11 1.55232E-10 8.21463E-17 9.75350E-16
2.00000E-02 2.61482E-11 3.10464E-10 1.31435E-15 1.56056E-14
5.00000E-02 6.53748E-11 7.76176E-10 5.13452E-14 6.09607E-13
1.00000E-01 1.30780E-10 1.55246E-09 8.21713E-13 9.75438E-12
2.00000E-01 2.61801E-10 3.10577E-09 1.31596E-11 1.56113E-10
3.00000E-01 3.93307E-10 4.66078E-09 6.67229E-11 7.90683E-10
4.00000E-01 5.25541E-10 6.21836E-09 2.11333E-10 2.50055E-09
5.00000E-01 6.58752E-10 7.77935E-09 5.17383E-10 6.10988E-09
6.00000E-01 7.93191E-10 9.34462E-09 1.07649E-09 1.26822E-08
7.00000E-01 9.29114E-10 1.09150E-08 2.00236E-09 2.35234E-08
8.00000E-01 1.06678E-09 1.24915E-08 3.43183E-09 4.01850E-08
9.00000E-01 1.20647E-09 1.40749E-08 5.52617E-09 6.44691E-08
1.00000E+00 1.34845E-09 1.56660E-08 8.47258E-09 9.84325E-08
1.10000E+00 1.49302E-09 1.72659E-08 1.24860E-08 1.44393E-07
1.20000E+00 1.64046E-09 1.88754E-08 1.78111E-08 2.04936E-07
1.30000E+00 1.79110E-09 2.04954E-08 2.47247E-08 2.82922E-07
1.40000E+00 1.94526E-09 2.21270E-08 3.35384E-08 3.81492E-07
1.50000E+00 2.10327E-09 2.37709E-08 4.46015E-08 5.04081E-07
1.60000E+00 2.26550E-09 2.54283E-08 5.83048E-08 6.54422E-07
1.70000E+00 2.43231E-09 2.71002E-08 7.50838E-08 8.36564E-07
1.80000E+00 2.60411E-09 2.87875E-08 9.54238E-08 1.05487E-06
1.90000E+00 2.78130E-09 3.04912E-08 1.19864E-07 1.31406E-06
2.00000E+00 2.96434E-09 3.22125E-08 1.49004E-07 1.61918E-06
2.20000E+00 3.34983E-09 3.57120E-08 2.24115E-07 2.38925E-06
2.40000E+00 3.76467E-09 3.92949E-08 3.26995E-07 3.41311E-06
2.60000E+00 4.21352E-09 4.29709E-08 4.65313E-07 4.74542E-06
2.80000E+00 4.70164E-09 4.67498E-08 6.48491E-07 6.44814E-06
3.00000E+00 5.23506E-09 5.06424E-08 8.88108E-07 8.59129E-06
3.20000E+00 5.82066E-09 5.46600E-08 1.19840E-06 1.12538E-05
3.40000E+00 6.46628E-09 5.88146E-08 1.59688E-06 1.45245E-05
3.60000E+00 7.18087E-09 6.31194E-08 2.10506E-06 1.85033E-05
3.80000E+00 7.97460E-09 6.75881E-08 2.74941E-06 2.33024E-05
4.00000E+00 8.85889E-09 7.22360E-08 3.56237E-06 2.90478E-05
4.50000E+00 1.15520E-08 8.47490E-08 6.61419E-06 4.85235E-05
5.00000E+00 1.51138E-08 9.87811E-08 1.18703E-05 7.75825E-05
5.50000E+00 1.97210E-08 1.14698E-07 2.06157E-05 1.19901E-04
6.00000E+00 2.52493E-08 1.32959E-07 3.42676E-05 1.80448E-04
6.50000E+00 3.07615E-08 1.54154E-07 5.30797E-05 2.65996E-04
7.00000E+00 3.42233E-08 1.79042E-07 7.37558E-05 3.85859E-04
7.50000E+00 3.37323E-08 2.08620E-07 8.94148E-05 5.52994E-04
8.00000E+00 2.96215E-08 2.44215E-07 9.52921E-05 7.85637E-04
8.50000E+00 2.40462E-08 2.87610E-07 9.27862E-05 1.10979E-03
9.00000E+00 1.88015E-08 3.41238E-07 8.61190E-05 1.56302E-03
9.50000E+00 1.45670E-08 4.08452E-07 7.84733E-05 2.20035E-03
1.00000E+01 1.13539E-08 4.93907E-07 7.13389E-05 3.10331E-03
1.05000E+01 8.96139E-09 6.04067E-07 6.51814E-05 4.39372E-03
1.10000E+01 7.17747E-09 7.47781E-07 6.00246E-05 6.25364E-03
1.15000E+01 5.83354E-09 9.36622E-07 5.57449E-05 8.95031E-03
1.20000E+01 4.80695E-09 1.18392E-06 5.21907E-05 1.28543E-02
1.25000E+01 4.01110E-09 1.49970E-06 4.92236E-05 1.84041E-02
1.30000E+01 3.38512E-09 1.87596E-06 4.67287E-05 2.58960E-02
1.35000E+01 2.88598E-09 2.25883E-06 4.46143E-05 3.49193E-02
1.40000E+01 2.48292E-09 2.52995E-06 4.28082E-05 4.36190E-02
1.45000E+01 2.15366E-09 2.56092E-06 4.12535E-05 4.90547E-02
1.50000E+01 1.88183E-09 2.33485E-06 3.99057E-05 4.95123E-02
1.55000E+01 1.65525E-09 1.96552E-06 3.87293E-05 4.59889E-02
1.60000E+01 1.46473E-09 1.58196E-06 3.76961E-05 4.07132E-02
1.65000E+01 1.30323E-09 1.25207E-06 3.67834E-05 3.53395E-02
1.70000E+01 1.16533E-09 9.91246E-07 3.59728E-05 3.05991E-02
1.75000E+01 1.04679E-09 7.91717E-07 3.52494E-05 2.66602E-02
1.80000E+01 9.44255E-10 6.40216E-07 3.46008E-05 2.34598E-02
1.85000E+01 8.55066E-10 5.24622E-07 3.40169E-05 2.08709E-02
1.90000E+01 7.77075E-10 4.35496E-07 3.34891E-05 1.87683E-02
1.95000E+01 7.08542E-10 3.65902E-07 3.30103E-05 1.70470E-02
2.00000E+01 6.48049E-10 3.10838E-07 3.25745E-05 1.56244E-02
2.10000E+01 5.46706E-10 2.30907E-07 3.18121E-05 1.34362E-02
2.20000E+01 4.65884E-10 1.77187E-07 3.11692E-05 1.18544E-02
2.30000E+01 4.00557E-10 1.39602E-07 3.06216E-05 1.06723E-02
2.40000E+01 3.47127E-10 1.12406E-07 3.01510E-05 9.76343E-03
2.50000E+01 3.02964E-10 9.21595E-08 2.97434E-05 9.04773E-03
2.60000E+01 2.66113E-10 7.67212E-08 2.93877E-05 8.47258E-03
2.70000E+01 2.35101E-10 6.47057E-08 2.90754E-05 8.00228E-03
2.80000E+01 2.08800E-10 5.51878E-08 2.87995E-05 7.61196E-03
2.90000E+01 1.86338E-10 4.75320E-08 2.85545E-05 7.28383E-03
3.00000E+01 1.67030E-10 4.12910E-08 2.83359E-05 7.00485E-03
3.10000E+01 1.50335E-10 3.61429E-08 2.81400E-05 6.76532E-03
3.20000E+01 1.35820E-10 3.18516E-08 2.79637E-05 6.55784E-03
3.30000E+01 1.23138E-10 2.82408E-08 2.78044E-05 6.37673E-03
#nucleus-nld-mass-strength-omp 166Bi-1-1-2-2
      E       f(M1)        f(E1)        T(M1)        T(E1)
1.00000E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
2.00000E-03 2.61479E-12 3.10463E-11 1.31434E-19 1.56056E-18
5.00000E-03 6.53698E-12 7.76158E-11 5.13413E-18 6.09593E-17
1.00000E-02 1.30740E-11 1.55232E-10 8.21463E-17 9.75350E-16
2.00000E-02 2.61482E-11 3.10464E-10 1.31435E-15 1.56056E-14
5.00000E-02 6.53748E-11 7.76176E-10 5.13452E-14 6.09607E-13
1.00000E-01 1.30780E-10 1.55246E-09 8.21713E-13 9.75438E-12
2.00000E-01 2.61801E-10 3.10577E-09 1.31596E-11 1.56113E-10
3.00000E-01 3.93307E-10 4.66078E-09 6.67229E-11 7.90683E-10
4.00000E-01 5.25541E-10 6.21836E-09 2.11333E-10 2.50055E-09
5.00000E-01 6.58752E-10 7.77935E-09 5.17383E-10 6.10988E-09
6.00000E-01 7.93191E-10 9.34462E-09 1.07649E-09 1.26822E-08
7.00000E-01 9.29114E-10 1.09150E-08 2.00236E-09 2.35234E-08
8.00000E-01 1.06678E-09 1.24915E-08 3.43183E-09 4.01850E-08
9.00000E-01 1.20647E-09 1.40749E-08 5.52617E-09 6.44691E-08
1.00000E+00 1.34845E-09 1.56660E-08 8.47258E-09 9.84325E-08
1.10000E+00 1.49302E-09 1.72659E-08 1.24860E-08 1.44393E-07
1.20000E+00 1.64046E-09 1.88754E-08 1.78111E-08 2.04936E-07
1.30000E+00 1.79110E-09 2.04954E-08 2.47247E-08 2.82922E-07
1.40000E+00 1.94526E-09 2.21270E-08 3.35384E-08 3.81492E-07
1.50000E+00 2.10327E-09 2.37709E-08 4.46015E-08 5.04081E-07
1.60000E+00 2.26550E-09 2.54283E-08 5.83048E-08 6.54422E-07
1.70000E+00 2.43231E-09 2.71002E-08 7.50838E-08 8.36564E-07
1.80000E+00 2.60411E-09 2.87875E-08 9.54238E-08 1.05487E-06
1.90000E+00 2.78130E-09 3.04912E-08 1.19864E-07 1.31406E-06
2.00000E+00 2.96434E-09 3.22125E-08 1.49004E-07 1.61918E-06
2.20000E+00 3.34983E-09 3.57120E-08 2.24115E-07 2.38925E-06
2.40000E+00 3.76467E-09 3.92949E-08 3.26995E-07 3.41311E-06
2.60000E+00 4.21352E-09 4.29709E-08 4.65313E-07 4.74542E-06
2.80000E+00 4.70164E-09 4.67498E-08 6.48491E-07 6.44814E-06
3.00000E+00 5.23506E-09 5.06424E-08 8.88108E-07 8.59129E-06
3.20000E+00 5.82066E-09 5.46600E-08 1.19840E-06 1.12538E-05
3.40000E+00 6.46628E-09 5.88146E-08 1.59688E-06 1.45245E-05
3.60000E+00 7.18087E-09 6.31194E-08 2.10506E-06 1.85033E-05
3.80000E+00 7.97460E-09 6.75881E-08 2.74941E-06 2.33024E-05
4.00000E+00 8.85889E-09 7.22360E-08 3.56237E-06 2.90478E-05
4.50000E+00 1.15520E-08 8.47490E-08 6.61419E-06 4.85235E-05
5.00000E+00 1.51138E-08 9.87811E-08 1.18703E-05 7.75825E-05
5.50000E+00 1.97210E-08 1.14698E-07 2.06157E-05 1.19901E-04
6.00000E+00 2.52493E-08 1.32959E-07 3.42676E-05 1.80448E-04
6.50000E+00 3.07615E-08 1.54154E-07 5.30797E-05 2.65996E-04
7.00000E+00 3.42233E-08 1.79042E-07 7.37558E-05 3.85859E-04
7.50000E+00 3.37323E-08 2.08620E-07 8.94148E-05 5.52994E-04
8.00000E+00 2.96215E-08 2.44215E-07 9.52921E-05 7.85637E-04
8.50000E+00 2.40462E-08 2.87610E-07 9.27862E-05 1.10979E-03
9.00000E+00 1.88015E-08 3.41238E-07 8.61190E-05 1.56302E-03
9.50000E+00 1.45670E-08 4.08452E-07 7.84733E-05 2.20035E-03
1.00000E+01 1.13539E-08 4.93907E-07 7.13389E-05 3.10331E-03
1.05000E+01 8.96139E-09 6.04067E-07 6.51814E-05 4.39372E-03
1.10000E+01 7.17747E-09 7.47781E-07 6.00246E-05 6.25364E-03
1.15000E+01 5.83354E-09 9.36622E-07 5.57449E-05 8.95031E-03
1.20000E+01 4.80695E-09 1.18392E-06 5.21907E-05 1.28543E-02
1.25000E+01 4.01110E-09 1.49970E-06 4.92236E-05 1.84041E-02
1.30000E+01 3.38512E-09 1.87596E-06 4.67287E-05 2.58960E-02
1.35000E+01 2.88598E-09 2.25883E-06 4.46143E-05 3.49193E-02
1.40000E+01 2.48292E-09 2.52995E-06 4.28082E-05 4.36190E-02
1.45000E+01 2.15366E-09 2.56092E-06 4.12535E-05 4.90547E-02
1.50000E+01 1.88183E-09 2.33485E-06 3.99057E-05 4.95123E-02
1.55000E+01 1.65525E-09 1.96552E-06 3.87293E-05 4.59889E-02
1.60000E+01 1.46473E-09 1.58196E-06 3.76961E-05 4.07132E-02
1.65000E+01 1.30323E-09 1.25207E-06 3.67834E-05 3.53395E-02
1.70000E+01 1.16533E-09 9.91246E-07 3.59728E-05 3.05991E-02
1.75000E+01 1.04679E-09 7.91717E-07 3.52494E-05 2.66602E-02
1.80000E+01 9.44255E-10 6.40216E-07 3.46008E-05 2.34598E-02
1.85000E+01 8.55066E-10 5.24622E-07 3.40169E-05 2.08709E-02
1.90000E+01 7.77075E-10 4.35496E-07 3.34891E-05 1.87683E-02
1.95000E+01 7.08542E-10 3.65902E-07 3.30103E-05 1.70470E-02
2.00000E+01 6.48049E-10 3.10838E-07 3.25745E-05 1.56244E-02
2.10000E+01 5.46706E-10 2.30907E-07 3.18121E-05 1.34362E-02
2.20000E+01 4.65884E-10 1.77187E-07 3.11692E-05 1.18544E-02
2.30000E+01 4.00557E-10 1.39602E-07 3.06216E-05 1.06723E-02
2.40000E+01 3.47127E-10 1.12406E-07 3.01510E-05 9.76343E-03
2.50000E+01 3.02964E-10 9.21595E-08 2.97434E-05 9.04773E-03
2.60000E+01 2.66113E-10 7.67212E-08 2.93877E-05 8.47258E-03
2.70000E+01 2.35101E-10 6.47057E-08 2.90754E-05 8.00228E-03
2.80000E+01 2.08800E-10 5.51878E-08 2.87995E-05 7.61196E-03
2.90000E+01 1.86338E-10 4.75320E-08 2.85545E-05 7.28383E-03
3.00000E+01 1.67030E-10 4.12910E-08 2.83359E-05 7.00485E-03
3.10000E+01 1.50335E-10 3.61429E-08 2.81400E-05 6.76532E-03
3.20000E+01 1.35820E-10 3.18516E-08 2.79637E-05 6.55784E-03
3.30000E+01 1.23138E-10 2.82408E-08 2.78044E-05 6.37673E-03
#nucleus-nld-mass-strength-omp 166Bi-1-1-3-1
      E       f(M1)        f(E1)        T(M1)        T(E1)
1.00000E-03 0.00000E+00 9.72321E-14 0.00000E+00 6.10928E-22
2.00000E-03 4.31959E-12 1.94464E-13 2.17127E-19 9.77484E-21
5.00000E-03 1.07990E-11 4.86160E-13 8.48151E-18 3.81830E-19
1.00000E-02 2.15980E-11 9.72321E-13 1.35704E-16 6.10927E-18
2.00000E-02 4.31965E-11 1.94464E-12 2.17129E-15 9.77484E-17
5.00000E-02 1.07998E-10 4.86161E-12 8.48215E-14 3.81830E-15
1.00000E-01 2.16046E-10 9.72321E-12 1.35746E-12 6.10927E-14
2.00000E-01 4.32491E-10 3.89278E-11 2.17394E-11 1.95672E-12
3.00000E-01 6.49737E-10 8.76912E-11 1.10225E-10 1.48765E-11
4.00000E-01 8.68186E-10 1.56041E-10 3.49118E-10 6.27477E-11
5.00000E-01 1.08825E-09 2.44252E-10 8.54708E-10 1.91835E-10
6.00000E-01 1.31034E-09 3.52499E-10 1.77835E-09 4.78401E-10
7.00000E-01 1.53488E-09 4.81044E-10 3.30787E-09 1.03671E-09
8.00000E-01 1.76231E-09 6.30059E-10 5.66934E-09 2.02689E-09
9.00000E-01 1.99307E-09 8.00064E-10 9.12915E-09 3.66465E-09
1.00000E+00 2.22762E-09 9.91407E-10 1.39966E-08 6.22920E-09
1.10000E+00 2.46644E-09 1.20391E-09 2.06267E-08 1.00682E-08
